topology,K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
all_to_all,0.3,16,0.0544376512749187,0.0266484509760973,0.0317391304347826,0.1753047575909634,0,0.9682608695652174,0.02,0.74,0.0001112804169043
all_to_all,0.3,17,0.061080359908599,0.0552095802156835,0.0395652173913043,0.1993462851393669,0,0.961304347826087,0.027391304347826,0.6921739130434783,0.0002112919965184
all_to_all,0.3,18,0.0740009890453023,0.0302753611316755,0.0221739130434782,0.147248873081659,0,0.9778260869565216,0.02,0.8295652173913044,6.530167741434119e-05
all_to_all,0.3,19,0.0731165464586062,0.031675954854564,0.0404347826086956,0.2034908022890889,0,0.9608695652173912,0.0256521739130434,0.6308695652173913,0.0002042601516592
all_to_all,0.4,0,0.0589501635936036,0.0355402535818202,0.0408695652173913,0.1979879891719008,0,0.9591304347826088,0.0265217391304347,0.6695652173913044,0.0002146055146912
all_to_all,0.4,1,0.0720992038169561,0.0343585582516834,0.0360869565217391,0.1888233388861889,0,0.9643478260869566,0.0208695652173913,0.7643478260869565,0.0001404931375176
all_to_all,0.4,2,0.068920381381993,0.0357397662443369,0.0269565217391304,0.1619563758388604,0,0.9730434782608696,0.0217391304347826,0.7760869565217391,9.49082775416723e-05
all_to_all,0.4,3,0.0855782253804094,0.0483328775227723,0.0404347826086956,0.1969766761931045,0,0.9595652173913044,0.0330434782608695,0.6326086956521739,0.0002631816993319
all_to_all,0.4,4,0.0726810220379428,0.031946050668829,0.0413043478260869,0.2054434090666392,0,0.96,0.028695652173913,0.6543478260869565,0.0002358133125377
all_to_all,0.4,5,0.0923952048201165,0.037463943384566,0.0413043478260869,0.1989932126399003,0,0.9586956521739132,0.0269565217391304,0.6752173913043479,0.000221563339495
all_to_all,0.4,6,0.0662661690881638,0.0302282379901097,0.0221739130434782,0.147248873081659,0,0.9778260869565216,0.017391304347826,0.8004347826086956,5.678406774269892e-05
all_to_all,0.4,7,0.1542149161582034,0.0549653912359368,0.0782608695652174,0.2827758702871147,0,0.9256521739130434,0.0447826086956521,0.4669565217391304,0.0009414993411309
all_to_all,0.4,8,0.0661553814113909,0.0307691055888532,0.0243478260869565,0.1541266020250749,0,0.9756521739130436,0.0204347826086956,0.9139130434782607,7.668454373941464e-05
all_to_all,0.4,9,0.0626753585694582,0.0363302332104948,0.0304347826086956,0.1863488607977116,0,0.9721739130434782,0.0208695652173913,0.7256521739130435,0.0001082162056334
all_to_all,0.4,10,0.0900758841517403,0.0402208868664739,0.03,0.1705872210923198,0,0.97,0.0247826086956521,0.8386956521739131,0.0001268278955819
all_to_all,0.4,11,0.1137796972494034,0.060881352793455,0.0660869565217391,0.2718333749614111,0,0.9395652173913044,0.0434782608695652,0.5056521739130435,0.0007142691869317
all_to_all,0.4,12,0.0614005522451494,0.0232839820955773,0.0313043478260869,0.1741389836689944,0,0.9686956521739132,0.0208695652173913,0.7304347826086957,0.0001137664189787
all_to_all,0.4,13,0.0736867979194082,0.0289480254776959,0.0334782608695652,0.1798818137520148,0,0.9665217391304348,0.028695652173913,0.7373913043478261,0.0001728089620689
