K_base,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,Kij_mean_final,Kij_std_final,Kij_density_weak,Kij_density_strong,reorganization_score,adaptive_network_score,adaptive_reorganization_score
0.4,18,0.1387034065937413,0.043349747207321,0.0578260869565217,0.242549081034695,0,0.9443478260869566,0.0426086956521739,0.4747826086956522,0.4230261678295122,0.1550397660113848,0.0216591899917861,0.0,0.0005751485338195,0.0655858780769804,0.0006128701554348
0.4,19,0.1074327888792275,0.0363144126916567,0.0491304347826086,0.2201267035038301,0,0.9517391304347826,0.0313043478260869,0.4539130434782609,0.4168573696748113,0.135949657465653,0.0208125229177993,0.0,0.0003325619415124,0.0566716166193237,0.000351408764364
0.5,0,0.0817356464785099,0.0362781028958687,0.0330434782608695,0.1787501239308465,0,0.9669565217391304,0.0226086956521739,0.6773913043478261,0.5123900039175247,0.1383076444266829,0.0139731150192035,0.0,0.0001335388508544,0.0708674544696117,0.0001430024092873
0.5,1,0.2158881200377256,0.0684224161516017,0.2139130434782608,0.4562392500740467,0,0.8047826086956522,0.0939130434782608,0.1556521739130434,0.5465684013454178,0.217088367648851,0.0173554656482776,0.0,0.0083644438374933,0.1186536420565188,0.009356915562589
0.5,2,0.1118028461024583,0.0486918482155938,0.0556521739130434,0.2311375665468232,0,0.9447826086956522,0.0360869565217391,0.5534782608695652,0.5169305140292576,0.150073665489601,0.0125983656174334,0.0,0.000460571107086,0.0775776570437943,0.0004963011344758
0.5,3,0.126132951377236,0.0555184861576389,0.0521739130434782,0.2262541188044815,0,0.948695652173913,0.0404347826086956,0.4134782608695652,0.5198300534401228,0.1497709166445449,0.0120745879657026,0.0,0.0004693596902014,0.0778554236031099,0.0005059018877043
0.5,4,0.2826837843284447,0.0537819157622756,0.3634782608695652,0.5942229759775232,0,0.6939130434782609,0.1717391304347826,0.0865217391304347,0.5707993300565688,0.2391464446848086,0.0116102280580511,0.0,0.0312365833879008,0.136504630411499,0.0355005216585842
0.5,5,0.1727667364018841,0.0606800122763014,0.1217391304347826,0.3400211268872548,0,0.8826086956521739,0.0717391304347826,0.1813043478260869,0.5294687731439679,0.1790887754073198,0.0131324058466879,0.0,0.0028635049931909,0.0948219141987692,0.003135028017963
0.5,6,0.102917069828029,0.0566134625269374,0.0560869565217391,0.2356902744748743,0,0.9452173913043478,0.0352173913043478,0.5539130434782609,0.5153061965684012,0.1475669529167261,0.0130712357112215,0.0,0.0004547173931178,0.0760421652467064,0.0004892950882659
0.5,7,0.2367345253307671,0.0582771408490544,0.2047826086956521,0.4627645618427826,0,0.8169565217391305,0.1030434782608695,0.1595652173913043,0.5546886686158196,0.2317292649140787,0.0193884501854328,0.0,0.0087284045623973,0.1285375974345128,0.0098503327142844
0.5,8,0.0835773093278026,0.0381604572713251,0.05,0.2199308191622795,0,0.9504347826086956,0.0313043478260869,0.48,0.5147021882548869,0.1501005984859857,0.014964199573173,0.0,0.0003412461666067,0.077257106499105,0.0003676098580427
0.5,9,0.1083382318426103,0.0569088417425897,0.0739130434782608,0.2665681922777275,0,0.927391304347826,0.0434782608695652,0.488695652173913,0.5172800204991074,0.1547882344448517,0.0132637722168184,0.0,0.0008415290951657,0.0800688610866535,0.0009089093713869
